% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, interquartile range, 25%tile, current best feasible f-value, elapsed wallclock time [s], further/more values", seed=815287, Thu Mar  5 13:07:58 2026, <python>{}</python>
1 18 0.48353061700635225 1.000049616615479 -1.010343267776707 -1.0103432677767070e+00 -1.0 1000000000.0 0.0 -1.0 nan 0.1   
2 36 0.47147820012077063 1.000049616615479 -1.0173402393597233 -1.0173402393597233e+00 -1.0 1000000000.0 0.0 -1.0 nan 0.1   
3 54 0.46191673037214065 1.0183610562058683 -1.0386347309794244 -1.0386347309794244e+00 -1.0 1000000000.0 0.005842014371489901 -1.00584201437149 nan 0.4   
4 72 0.45344653239806415 1.0183610562058683 -1.0386347309794244 -1.0064735875513393e+00 -1.0 1000000000.0 1000000001.0 -1.0 nan 0.5   
5 90 0.4458384219046129 1.0236412479468422 -1.0816699456619883 -1.0816699456619883e+00 -1.0 1000000000.0 1000000001.0 -1.0 nan 0.5   
6 108 0.438934693433894 1.0236412479468422 -1.0816699456619883 -1.0380167634805182e+00 -1.0 1000000000.0 1000000001.0 -1.0 nan 0.6   
7 126 0.43335335679357323 1.0275966170967628 -1.0816699456619883 -1.0475558525469491e+00 -1.0 1000000000.0 0.0 -1.0 nan 0.6   
8 144 0.428400179776123 1.0275966170967628 -1.0816699456619883 -1.0470200618703824e+00 -1.0 1000000000.0 0.014277944450463043 -1.014277944450463 nan 0.6   
9 162 0.4244081877659689 1.0330148062104156 -1.0816699456619883 -1.0398036536580577e+00 -1.0 1000000000.0 0.0 -1.0 nan 0.6   
10 180 0.4213344185899034 1.0330148062104156 -1.1833475903168469 -1.1833475903168469e+00 -1.0 1000000000.0 0.027463809983321763 -1.0274638099833218 nan 0.7   
11 198 0.4192914851397586 1.0385320564100848 -1.1833475903168469 -1.0858974241965433e+00 -1.0 1000000000.0 0.0 -1.0 nan 0.7   
12 216 0.4182545358627299 1.0385320564100848 -1.1833475903168469 -1.1552701066026732e+00 -1.0 1000000000.0 0.004764328895861425 -1.0047643288958614 nan 0.7   
13 234 0.41864565745419685 1.046356565080697 -1.1833475903168469 -1.1479028891186855e+00 -1.0008356349410037 -1.0 0.031981008903518404 -1.0319810089035184 nan 0.7   
14 252 0.41904048285136314 1.046356565080697 -2.0 -2.0000000000000000e+00 -1.0 1000000000.0 1000000001.0050659 -1.0050658819421343 nan 0.8   
15 270 0.4190865850271028 1.0568311086946827 -2.0 -1.2933229403003743e+00 -1.0 1000000000.0 0.019868253564530924 -1.019868253564531 nan 0.9   
16 288 0.41911102546466117 1.0568311086946827 -3.0 -3.0000000000000000e+00 -1.0 1000000000.0 0.08320633053443616 -1.0832063305344362 nan 0.9   
17 306 0.4184128096845627 1.0669022974034832 -3.0 -1.2039167748658628e+00 -1.0 1000000000.0 0.01870072431519265 -1.0187007243151927 nan 0.9   
18 324 0.417366472721165 1.0669022974034832 -3.0 -1.0537386390539591e+00 -1.0 1000000000.0 0.0060640863655114785 -1.0060640863655115 nan 1.0   
19 342 0.41781174056419057 1.0750125111155797 -3.0 -3.0000000000000000e+00 -1.0 1000000000.0 0.05140926479320962 -1.0514092647932096 nan 1.1   
20 360 0.4185611704426326 1.0750125111155797 -3.0 -1.3728357381785170e+00 -1.0 1000000000.0 0.01778644411694774 -1.0177864441169477 nan 1.1   
21 378 0.4195222903668124 1.0845468250881527 -3.0 -1.2203041753228301e+00 -1.0 1000000000.0 0.07329103851538066 -1.0732910385153807 nan 1.1   
22 396 0.42079189702228215 1.0845468250881527 -3.0 -3.0000000000000000e+00 -1.043690440295418 1000000000.0 0.11027918141235693 -1.1130595102476546 nan 1.2   
23 414 0.42271515488808176 1.0941223058420935 -3.0 -1.3079722606718367e+00 -1.0016538454517574 1000000000.0 0.08353011923200349 -1.0835301192320035 nan 1.3   
24 432 0.4228426692549534 1.0941223058420935 -3.0 -1.1670429547413490e+00 -1.0 1000000000.0 0.08282277666518323 -1.0828227766651832 nan 1.4   
